carrierID;carrierFleetSize;vehicleType;vehicle_Id;startLinkID;startLocation;endLinkID;endLocation;startTime;endTime;tripDistance;tripDuration;
cep13_carrier;1;cepVehicleType0;13_v0;3109;x=4593616,5:y=5818370,0;3262;x=4594649,5:y=5818265,0;12963;13138;1167,28289;175;
cep13_carrier;1;cepVehicleType0;13_v0;3262;x=4594649,5:y=5818265,0;3299;x=4595467,5:y=5818496,0;13258;13466;1388,254069;208;
cep13_carrier;1;cepVehicleType0;13_v0;3299;x=4595467,5:y=5818496,0;3256;x=4594523,0:y=5818605,5;13586;13710;831,2904292;124;
cep13_carrier;1;cepVehicleType0;13_v0;3256;x=4594523,0:y=5818605,5;3166;x=4594057,75:y=5817558,5;13830;13975;969,5;145;
cep13_carrier;1;cepVehicleType0;13_v0;3166;x=4594057,75:y=5817558,5;3154;x=4593804,5:y=5817253,25;14095;14095;0;0;
cep13_carrier;1;cepVehicleType0;13_v0;3154;x=4593804,5:y=5817253,25;3061;x=4593716,5:y=5815423,75;14215;14513;1992,184394;298;
cep13_carrier;1;cepVehicleType0;13_v0;3061;x=4593716,5:y=5815423,75;2697;x=4593888,75:y=5814492,5;14633;14818;1234,070467;185;
cep13_carrier;1;cepVehicleType0;13_v0;2697;x=4593888,75:y=5814492,5;3057;x=4593219,5:y=5815393,75;14938;15186;1660;248;
cep14_carrier;1;cepVehicleType0;14_v0;2673;x=4593275,0:y=5813307,5;2689;x=4593315,25:y=5814143,5;10800;10927;851,6212686;127;
cep14_carrier;1;cepVehicleType0;14_v0;2689;x=4593315,25:y=5814143,5;2747;x=4594018,5:y=5814085,0;11047;11189;952,0222437;142;
cep14_carrier;1;cepVehicleType0;14_v0;2747;x=4594018,5:y=5814085,0;2696;x=4593408,25:y=5814482,0;11309;11388;530;79;
cep14_carrier;1;cepVehicleType0;14_v0;2696;x=4593408,25:y=5814482,0;906;x=4590172,5:y=5813655,5;11508;12155;4315,161546;647;
cep14_carrier;1;cepVehicleType0;14_v0;906;x=4590172,5:y=5813655,5;835;x=4589496,5:y=5812339,0;12275;12502;1520;227;
cep14_carrier;1;cepVehicleType0;14_v0;835;x=4589496,5:y=5812339,0;699;x=4587897,0:y=5811220,5;12622;12978;2374;356;
cep14_carrier;1;cepVehicleType0;14_v0;699;x=4587897,0:y=5811220,5;848;x=4589588,25:y=5812815,25;13098;13499;2678,87322;401;
cep14_carrier;1;cepVehicleType0;14_v0;848;x=4589588,25:y=5812815,25;955;x=4591303,5:y=5812906,0;13619;13942;2154,466197;323;
cep14_carrier;1;cepVehicleType0;14_v0;955;x=4591303,5:y=5812906,0;2552;x=4591692,25:y=5812018,25;14062;14133;474,3429637;71;
cep14_carrier;1;cepVehicleType0;14_v0;2552;x=4591692,25:y=5812018,25;2551;x=4591692,25:y=5812018,25;14253;14253;0;0;
cep14_carrier;1;cepVehicleType0;14_v0;2551;x=4591692,25:y=5812018,25;2647;x=4593664,25:y=5810650,0;14373;14869;3312,0154;496;
cep14_carrier;1;cepVehicleType0;14_v0;2647;x=4593664,25:y=5810650,0;2673;x=4593275,0:y=5813307,5;14989;15423;2896,500411;434;
cep11_carrier;1;cepVehicleType0;11_v0;1910;x=4589830,0:y=5822488,0;1923;x=4590257,75:y=5822933,5;10800;10901;677,1095155;101;
cep11_carrier;1;cepVehicleType0;11_v0;1923;x=4590257,75:y=5822933,5;3607;x=4591886,75:y=5823134,75;11021;11292;1809,208914;271;
cep11_carrier;1;cepVehicleType0;11_v0;3607;x=4591886,75:y=5823134,75;3625;x=4591771,0:y=5823955,5;11412;11611;1328,916092;199;
cep11_carrier;1;cepVehicleType0;11_v0;3625;x=4591771,0:y=5823955,5;1997;x=4590859,75:y=5822338,0;11731;12097;2442,498723;366;
cep11_carrier;1;cepVehicleType0;11_v0;1997;x=4590859,75:y=5822338,0;1908;x=4590491,0:y=5821841,75;12217;12393;1178,237218;176;
cep11_carrier;1;cepVehicleType0;11_v0;1908;x=4590491,0:y=5821841,75;1727;x=4588322,75:y=5821900,75;12513;12859;2309,908463;346;
cep11_carrier;1;cepVehicleType0;11_v0;1727;x=4588322,75:y=5821900,75;1910;x=4589830,0:y=5822488,0;12979;13276;1985,676387;297;
cep28_carrier;1;cepVehicleType0;28_v0;15911;x=4611757,75:y=5821071,75;6306;x=4608589,25:y=5823616,25;10800;11419;4127,494875;619;
cep28_carrier;1;cepVehicleType0;28_v0;6306;x=4608589,25:y=5823616,25;6307;x=4608907,0:y=5824382,0;11539;11717;1187,100075;178;
cep28_carrier;1;cepVehicleType0;28_v0;6307;x=4608907,0:y=5824382,0;6407;x=4609460,75:y=5824215,0;11897;11983;575;86;
cep28_carrier;1;cepVehicleType0;28_v0;6407;x=4609460,75:y=5824215,0;6407;x=4609460,75:y=5824215,0;12103;12103;0;0;
cep28_carrier;1;cepVehicleType0;28_v0;6407;x=4609460,75:y=5824215,0;6405;x=4610277,5:y=5823118,25;12283;12469;1242,404124;186;
cep28_carrier;1;cepVehicleType0;28_v0;6405;x=4610277,5:y=5823118,25;6378;x=4609407,25:y=5819005,75;12589;13153;3766,103476;564;
cep28_carrier;1;cepVehicleType0;28_v0;6378;x=4609407,25:y=5819005,75;15911;x=4611757,75:y=5821071,75;13273;13774;3853,725336;501;
cep6_carrier;1;cepVehicleType0;6_v0;2101;x=4588978,75:y=5827918,75;8044;x=4585950,25:y=5830954,75;10800;11329;3527,465593;529;
cep6_carrier;1;cepVehicleType0;6_v0;8044;x=4585950,25:y=5830954,75;2041;x=4587467,0:y=5827728,5;11449;12468;6799,049593;1019;
cep6_carrier;1;cepVehicleType0;6_v0;2041;x=4587467,0:y=5827728,5;2101;x=4588978,75:y=5827918,75;12648;12835;1246,811544;187;
cep26_carrier;1;cepVehicleType0;26_v0;6162;x=4604966,25:y=5821207,0;6084;x=4606154,5:y=5819516,25;10800;11119;2128,366603;319;
cep26_carrier;1;cepVehicleType0;26_v0;6084;x=4606154,5:y=5819516,25;5243;x=4602971,0:y=5819011,25;11239;12286;6986,273464;1047;
cep26_carrier;1;cepVehicleType0;26_v0;5243;x=4602971,0:y=5819011,25;5242;x=4602689,25:y=5819180,0;12406;12441;236,1297313;35;
cep26_carrier;1;cepVehicleType0;26_v0;5242;x=4602689,25:y=5819180,0;5198;x=4602200,0:y=5819836,5;12561;12709;987;148;
cep26_carrier;1;cepVehicleType0;26_v0;5198;x=4602200,0:y=5819836,5;6140;x=4604891,5:y=5822552,0;12829;13502;4488,449309;673;
cep26_carrier;1;cepVehicleType0;26_v0;6140;x=4604891,5:y=5822552,0;6162;x=4604966,25:y=5821207,0;13622;13806;1227;184;
cep27_carrier;1;cepVehicleType0;27_v0;5974;x=4607023,0:y=5812267,5;5893;x=4607895,75:y=5809449,75;10800;11181;2543,357337;381;
cep27_carrier;1;cepVehicleType0;27_v0;5893;x=4607895,75:y=5809449,75;5909;x=4609785,75:y=5808163,25;11301;11301;0;0;
cep27_carrier;1;cepVehicleType0;27_v0;5909;x=4609785,75:y=5808163,25;4779;x=4602087,75:y=5810106,25;11421;13160;11596,70341;1739;
cep27_carrier;1;cepVehicleType0;27_v0;4779;x=4602087,75:y=5810106,25;4783;x=4601693,75:y=5810451,5;13280;13280;0;0;
cep27_carrier;1;cepVehicleType0;27_v0;4783;x=4601693,75:y=5810451,5;7066;x=4605395,25:y=5813977,25;13400;14436;6908,718098;1036;
cep27_carrier;1;cepVehicleType0;27_v0;7066;x=4605395,25:y=5813977,25;5987;x=4606951,0:y=5813522,0;14556;14671;768,3282643;115;
cep27_carrier;1;cepVehicleType0;27_v0;5987;x=4606951,0:y=5813522,0;6501;x=4611515,5:y=5814920,5;14791;15549;5056,500175;758;
cep27_carrier;1;cepVehicleType0;27_v0;6501;x=4611515,5:y=5814920,5;6076;x=4610564,25:y=5814428,25;15669;15872;1358;203;
cep27_carrier;1;cepVehicleType0;27_v0;6076;x=4610564,25:y=5814428,25;5978;x=4606814,0:y=5813378,5;15992;16721;4862,725096;729;
cep27_carrier;1;cepVehicleType0;27_v0;5978;x=4606814,0:y=5813378,5;5974;x=4607023,0:y=5812267,5;16841;16905;430,3870351;64;
cep12_carrier;1;cepVehicleType0;12_v0;4313;x=4591092,75:y=5828807,0;4285;x=4592158,0:y=5826302,5;10800;11165;2438,238209;365;
cep12_carrier;1;cepVehicleType0;12_v0;4285;x=4592158,0:y=5826302,5;4315;x=4592453,0:y=5825578,5;11285;11503;1456,996433;218;
cep12_carrier;1;cepVehicleType0;12_v0;4315;x=4592453,0:y=5825578,5;4329;x=4592496,5:y=5826875,75;11623;11750;848,8519868;127;
cep12_carrier;1;cepVehicleType0;12_v0;4329;x=4592496,5:y=5826875,75;4341;x=4592303,0:y=5827822,0;11870;11986;778,8629552;116;
cep12_carrier;1;cepVehicleType0;12_v0;4341;x=4592303,0:y=5827822,0;4345;x=4592251,5:y=5827621,0;12106;12106;0;0;
cep12_carrier;1;cepVehicleType0;12_v0;4345;x=4592251,5:y=5827621,0;4396;x=4593338,0:y=5828525,5;12226;12535;2066,412398;309;
cep12_carrier;1;cepVehicleType0;12_v0;4396;x=4593338,0:y=5828525,5;4671;x=4592299,5:y=5831618,0;12655;13425;5138,053678;770;
cep12_carrier;1;cepVehicleType0;12_v0;4671;x=4592299,5:y=5831618,0;4633;x=4591812,5:y=5830148,5;13545;13779;1561,720686;234;
cep12_carrier;1;cepVehicleType0;12_v0;4633;x=4591812,5:y=5830148,5;2377;x=4591245,5:y=5830738,5;13899;14077;1187;178;
cep12_carrier;1;cepVehicleType0;12_v0;2377;x=4591245,5:y=5830738,5;4635;x=4591454,5:y=5831190,25;14197;14197;0;0;
cep12_carrier;1;cepVehicleType0;12_v0;4635;x=4591454,5:y=5831190,25;2383;x=4590919,5:y=5830281,5;14317;14495;1191;178;
cep12_carrier;1;cepVehicleType0;12_v0;2383;x=4590919,5:y=5830281,5;4313;x=4591092,75:y=5828807,0;14615;14818;1358;203;
