ID;X_GK4;Y_GK4
897;4594867,666;5821526,713
898;4594931,235;5821592,268
900;4594876,799;5822283,934
901;4594842,646;5822347,038
902;4594883,12;5822245,879
903;4594892,094;5822887,718
904;4594901,775;5821643,171
905;4594906,957;5822252,592
906;4595002,605;5822281,769
911;4594887,342;5823439,605
914;4594904,326;5823191,485
915;4594947,126;5823115,662
916;4594909,177;5823524,333
917;4594882,769;5820903,526
918;4594898,979;5820449,859
919;4594920,008;5823580,935
920;4595009,898;5823624,753
921;4594938,975;5823465,491
922;4594906,025;5823559,026
923;4594905,642;5820867,512
924;4594911,026;5822833,983
925;4594944,002;5822739,576
926;4594912,537;5820861,633
927;4594909,394;5820837,805
929;4594921,188;5821156,26
930;4594956,842;5822481,536
931;4594926,713;5820695,236
934;4594941,444;5821155,023
935;4594933,696;5821079,121
939;4594951,47;5822590,597
941;4594963,179;5821065,574
942;4594948,756;5820982,004
943;4594952,421;5823403,671
944;4594977,509;5822391,017
945;4594949,362;5820510,678
946;4594946,841;5821602,159
948;4595026,438;5822740,637
949;4595125,815;5822751,777
950;4594950,848;5822674,66
952;4594960,558;5822409,37
953;4594988,161;5820907,504
954;4594959,792;5820427,344
955;4594970,977;5822342,735
956;4595026,227;5822065,286
957;4594965,737;5820399,53
958;4594978,203;5823349,207
959;4594981,36;5823284,815
960;4594994,355;5822989,693
961;4594975,517;5820356,832
964;4595005,169;5822558,015
965;4594975,818;5822653,609
967;4594971,616;5820559,628
968;4594975,19;5823037,752
969;4594992,315;5822669,745
970;4594979,003;5823064,774
974;4595053,14;5823289,787
975;4595008,002;5823175,714
976;4594986,904;5822490,854
977;4594995,095;5822460,805
978;4595057,97;5820950,78
979;4595009,983;5821038,513
980;4595067,679;5822942,618
981;4595017,197;5821129,774
982;4595056,008;5820468,389
985;4595001,984;5820884,577
986;4595291,139;5822264,146
987;4595199,202;5822303,252
988;4595111,801;5822351,815
989;4595026,29;5822403,646
990;4595021,006;5822371,059
992;4595181,585;5820693,443
993;4595020,343;5820622,093
994;4595035,964;5820899,246
995;4595083,373;5820847,508
996;4595089,4;5822675,739
997;4595038,115;5822603,45
998;4595021,649;5821100,748
1000;4595037,656;5823816,048
1003;4595096,038;5820573,998
1004;4595032,452;5821101,417
1005;4595108,936;5823117,979
1006;4595034,992;5823072,852
1007;4595061,951;5821009,446
1008;4595032,342;5822089,591
1009;4595047,975;5822012,184
1010;4595046,667;5822050,114
1011;4595130,553;5821996,389
1012;4595053,174;5822258,677
1014;4595052,197;5822505,776
1015;4595142,12;5822463,644
1016;4595054,231;5822164,529
1017;4595076,906;5823702,211
1018;4595111,821;5823458,394
1019;4595105,428;5823432,492
1020;4595130,004;5823326,081
1021;4595213,962;5823271,757
1022;4595297,919;5823217,432
1023;4595089,722;5822523,262
1024;4595084,763;5822976,195
1028;4595098,434;5822098,03
1030;4595095,724;5823663,792
1031;4595187,776;5822793,66
1032;4595139,503;5822881,233
1033;4595109,83;5820924,666
1035;4595198,231;5822092,015
1037;4595124,492;5820858,582
1038;4595116,054;5821218,866
1039;4595262,297;5820936,69
1040;4595204,882;5821018,224
1041;4595157,264;5821105,885
1042;4595122,088;5821199,486
1043;4595238,627;5823376,74
1044;4595152,754;5823427,985
1048;4595157,065;5822556,065
1049;4595120,99;5822649,207
1050;4595129,36;5820463,648
1051;4595129,767;5823594,79
1052;4595131,03;5823589,025
1053;4595146,77;5820505,821
1054;4595202,378;5822060,213
1055;4595136,502;5821992,247
1056;4595170,86;5822680,768
1058;4595188,237;5820859,569
1059;4595222,01;5820850,739
1060;4595155,672;5820525,724
1061;4595164,052;5821904,989
1062;4595182,327;5821807,236
1063;4595252,926;5821802,683
1065;4595210,93;5822562,048
1066;4595179,441;5822504,108
1067;4595193,737;5820564,167
1068;4595185,752;5823526,193
1069;4595174,185;5822761,915
1070;4595230,474;5823167,01
1071;4595244,326;5823073,894
1072;4595182,794;5823133,088
1073;4595258,06;5823745,993
1074;4595139,627;5823790,128
1075;4595138,064;5823865,341
1076;4595211,378;5823861,099
1077;4595202,689;5823661,054
1078;4595193,961;5820622,883
1079;4595242,355;5822598,571
1080;4595197,708;5822663,143
1081;4595311,769;5822788,496
1085;4595350,094;5821601,188
1087;4595218,007;5820616,201
1092;4595270,519;5822926,115
1093;4595262,11;5823658,883
1094;4595246,435;5820810,892
1095;4595245,024;5822761,702
1096;4595344,417;5822772,367
1097;4595441,758;5822750,502
1098;4595222,218;5822743,61
1103;4595226,919;5820629,25
1105;4595247,258;5822573,519
1106;4595238,048;5823821,324
1107;4595328,071;5823864,861
1108;4595239,196;5823804,73
1109;4595246,12;5820657,406
1110;4595310,367;5820490,724
1111;4595265,616;5820580,151
1112;4595235,525;5820898,864
1113;4595324,875;5822383,191
1114;4595241,146;5820704,773
1115;4595247,157;5822674,559
1117;4595293,837;5821727,804
1119;4595265,082;5821876,229
1120;4595250,177;5822093,497
1121;4595253,99;5823556,173
1122;4595297,097;5823465,941
1124;4595268,523;5820827,201
1125;4595283,895;5820903,57
1127;4595355,921;5823793,463
1128;4595274,769;5823731,731
1129;4595301,575;5823915,298
1134;4595305,492;5822992,043
1135;4595355,316;5823078,741
1136;4595304,561;5822962,009
1137;4595307,008;5822560,626
1139;4595305,1;5823668,371
1140;4595301,313;5822107,599
1141;4595369,679;5822038,409
1142;4595316,331;5823303,697
1143;4595321,593;5822119,343
1144;4595322,506;5821277,86
1145;4595337,024;5823191,882
1147;4595264,756;5821061,866
1148;4595265,127;5820989,091
1149;4595318,552;5820904,559
1150;4595391,638;5821003,339
1151;4595326,379;5821079,053
1153;4595401,739;5820881,224
1155;4595349,824;5821811,536
1156;4595330,86;5822634,077
1157;4595370,128;5822683,453
1159;4595368,603;5822787,961
1160;4595328,18;5822846,977
1161;4595363,868;5822932,98
1162;4595453,686;5822889,017
1164;4595334,123;5822506,31
1166;4595337,989;5822579,519
1167;4595340,019;5822224,591
1168;4595394,214;5823611,661
1169;4595492,879;5823625,297
1170;4595380,85;5823512,002
1171;4595424,809;5823422,183
1172;4595453,689;5821716,376
1173;4595389,2;5821792,756
1174;4595342,377;5822539,222
1175;4595356,748;5822555,819
1176;4595343,949;5822517,104
1177;4595368,279;5821273,28
1178;4595348,111;5821248,321
1179;4595354,093;5822271,628
1181;4595367,928;5822370,077
1182;4595429,578;5821378,902
1183;4595510,745;5821437,316
1184;4595591,843;5821495,819
1185;4595520,258;5820561,485
1186;4595424,163;5820587,926
1187;4595375,639;5820582,956
1188;4595435,515;5820502,862
1189;4595412,599;5821664,872
1190;4595379,326;5820940,076
1191;4595369,526;5820407,526
1193;4595429,4;5822200,929
1194;4595507,582;5822269,515
1195;4595426,15;5822327,559
1196;4595387,632;5821258,597
1197;4595442,544;5822067,417
1198;4595401,247;5821750,784
1202;4595446,229;5820722,967
1204;4595434,557;5822108,135
1205;4595404,355;5823379,5
1206;4595395,233;5823350,491
1207;4595411,836;5821961,612
1208;4595428,087;5821260,361
1209;4595403,855;5823902,697
1210;4595433,394;5823216,9
1211;4595510,132;5823075,332
1212;4595427,896;5823132,23
1213;4595423,814;5823840,759
1214;4595462,705;5820928,305
1215;4595453,184;5820802,166
1216;4595425,907;5821159,71
1217;4595418,407;5820979,694
1218;4595420,993;5821985,501
1219;4595479,666;5821795,485
1220;4595433,105;5820404,418
1221;4595422,092;5822497,07
1222;4595474,614;5822462,559
1223;4595565,617;5822421,105
1224;4595448,904;5822244,923
1225;4595434,656;5821973,551
1226;4595514,634;5823503,735
1227;4595442,218;5823444,355
1228;4595447,622;5822669,361
1229;4595443,114;5820625,627
1230;4595440,301;5821160,389
1231;4595450,706;5821131,997
1232;4595452,233;5822605,15
1233;4595498,96;5822516,518
1234;4595464,16;5821921,529
1235;4595437,024;5823800,705
1237;4595468,822;5821848,348
1238;4595529,443;5823395,185
1239;4595482,142;5823307,08
1240;4595482,1;5823232,253
1241;4595568,37;5823181,68
1243;4595461,771;5820690,771
1244;4595487,479;5820635,684
1246;4595742,109;5821949,525
1247;4595666,576;5821884
1248;4595589,967;5821819,727
1249;4595513,337;5821755,481
1250;4595470,162;5820348,548
1252;4595486,639;5822079,45
1253;4595586,14;5822081,672
1254;4595473,543;5820469,695
1257;4595473,497;5822692,286
1258;4595519,513;5822656,222
1259;4595617,877;5822638,211
1264;4595479,559;5822200,933
1265;4595508,469;5820594,657
1267;4595492,309;5822217,148
1268;4595482,506;5823664,291
1269;4595533,387;5821877,326
1270;4595611,185;5821910,674
1271;4595555,491;5822720,686
1272;4595652,339;5822695,781
1273;4595748,544;5822668,512
1274;4595577,913;5822035,549
1275;4595502,554;5820717,633
1277;4595519,922;5823552,058
1278;4595518,695;5821958,251
1279;4595476,884;5821971,559
1280;4595510,241;5820889,33
1281;4595508,066;5822897,787
1282;4595545,689;5820628,79
1283;4595538,356;5820520,473
1284;4595517,509;5822962,009
1285;4595526,873;5820403,821
1286;4595530,146;5820378,99
1288;4595527,568;5820608,19
1289;4595537,377;5820572,285
1290;4595710,434;5821285,076
1291;4595648,193;5821207,366
1292;4595591,538;5821125,013
1293;4595533,321;5821043,76
1294;4595559,72;5823118,588
1295;4595548,313;5823466,917
1296;4595537,801;5822517,773
1297;4595581,114;5821078,433
1300;4595549,921;5821015,678
1301;4595550,671;5820616,44
1302;4595571,745;5820719,205
1303;4595662,61;5820759,575
1304;4595553,87;5820674,854
1305;4595561,618;5822259,666
1306;4595603,731;5822350,365
1307;4595645,951;5823292,973
1308;4595583,513;5823364,037
1309;4595567,43;5822514,502
1310;4595606,801;5822606,427
1311;4595597,401;5822489,451
1312;4595609,189;5820873,185
1313;4595575,035;5820869,729
1314;4595580,201;5822009,928
1315;4595601,788;5821294,527
1316;4595594,417;5820445,514
1318;4595647,269;5823276,632
1319;4595598,557;5823189,298
1320;4595608,343;5822061,362
1322;4595591,237;5821237,826
1323;4595613,702;5820495,711
1325;4595609,888;5821236,554
1326;4595615,759;5822237,051
1327;4595623,165;5822109,618
1329;4595706,316;5822034,807
1330;4595640,498;5822634,422
1331;4595629,564;5820981,417
1332;4595624,849;5822395,838
1333;4595639,114;5821528,568
1334;4595715,086;5820913,116
1335;4595646,525;5820935,108
1336;4595640,055;5820919,434
1337;4595705,284;5821419,127
1340;4595665,315;5822225,617
1341;4595688,56;5822322,877
1342;4595711,808;5822420,139
1343;4595663,468;5822198,146
1344;4595701,564;5822558,298
1345;4595691,691;5822472,679
1346;4595718,095;5820608,481
